,area_type,availability,location,size,society,total_sqft,bath,balcony,price
10071,Super built-up  Area,Ready To Move,Begur,3 BHK,Spews L,1304,3,0,65
10072,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Brway G,1640,3,2,268
10073,Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,980,2,1,77.44
10074,Super built-up  Area,Ready To Move,Ramanashree Enclave,2 BHK,Sumesa ,1275,2,2,49.5
10075,Plot  Area,Ready To Move,"Yelahanka,MVIT college",1 Bedroom,Sumesa ,10030,1,1,150
10076,Plot  Area,Ready To Move,Banjara Layout,3 Bedroom,Sumesa ,2500,4,0,140
10077,Built-up  Area,Ready To Move,Bidadi,4 Bedroom,Sumesa ,3600,4,0,225
10078,Plot  Area,Ready To Move,Anekal,3 Bedroom,SRbiaxu,2400,4,0,95
10079,Super built-up  Area,Ready To Move,Chikku Lakshmaiah Layout,3 BHK,Prlis A,2300,3,2,280
10080,Super built-up  Area,18-May,Kanakpura Road,3 BHK,Wiowsri,1450,2,2,70.18
10081,Super built-up  Area,Ready To Move,Electronic City,2 BHK,MVnexde,890,2,1,40
10082,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Esave E,1340,2,3,85
10083,Super built-up  Area,Ready To Move,Vidyaranyapura,3 BHK,Esave E,1100,2,1,75
10084,Super built-up  Area,Ready To Move,Kengeri,2 BHK,VBvenal,750,2,1,40
10085,Plot  Area,Ready To Move,Basaveshwara Nagar,4 Bedroom,VBvenal,700,4,2,125
10086,Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,DLhtsnd,1300,2,2,66
10087,Super built-up  Area,21-Dec,HRBR Layout,2 BHK,DLhtsnd,1301,2,1,120
10088,Built-up  Area,Ready To Move,Gnana Bharathi,9 Bedroom,DLhtsnd,3200,8,1,130
10089,Plot  Area,Ready To Move,Pillahalli,3 Bedroom,DLhtsnd,1900,2,1,92
10090,Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,Soazak ,1299,2,1,105
10091,Super built-up  Area,18-May,Anugrah Layout,3 BHK,Soazak ,1250,3,3,40
10092,Plot  Area,Ready To Move,Whitefield,4 Bedroom,Ieuseut,1600,4,2,300
10093,Super built-up  Area,Ready To Move,Kalkere,2 BHK,Sothin ,925,2,1,55
10094,Plot  Area,Ready To Move,Meenakunte,3 Bedroom,Sreat R,3900,3,3,250
10095,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Sreat R,1107,2,1,45
10096,Plot  Area,Ready To Move,Ramesh Nagar,2 Bedroom,Sreat R,1400,2,2,160
10097,Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Sreat R,1300,2,1,67
10098,Built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,Sreat R,570,2,1,62
10099,Super built-up  Area,Ready To Move,Hiremath Layout,3 BHK,MadorSp,1715,3,2,95
10100,Built-up  Area,Ready To Move,Uttarahalli,2 BHK,MadorSp,1200,2,1,55
10101,Plot  Area,Ready To Move,9th Block Jayanagar,6 Bedroom,MadorSp,1200,5,1,280
10102,Super built-up  Area,Ready To Move,Ashok Nagar,2 BHK,MadorSp,703,2,1,60
10103,Super built-up  Area,18-Sep,Talaghattapura,2 BHK,MadorSp,921,2,2,29.47
10104,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Saavean,1144,2,2,65
10105,Super built-up  Area,21-Jan,Kanakpura Road,1 BHK,PrarePa,525,1,1,26.01
10106,Super built-up  Area,Ready To Move,Suddaguntepalya,3 BHK,Asnex A,1400,2,2,56
10107,Super built-up  Area,18-Jun,Balagere,1 BHK,Soresea,661,1,1,33
10108,Plot  Area,Ready To Move,Upkar Layout,6 Bedroom,Soresea,1200,6,2,160
10109,Built-up  Area,Ready To Move,Kengeri Satellite Town,5 BHK,Soresea,1200,5,2,70
10110,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Prensya,1705,3,1,91
10111,Plot  Area,Ready To Move,Anjana Nagar,5 Bedroom,Prensya,1035,5,1,170
10112,Super built-up  Area,Ready To Move,Kadugodi,3 BHK,SRldsnt,1430,2,0,55
10113,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Srconor,1240,2,2,55
10114,Super built-up  Area,Ready To Move,Garudachar Palya,3 BHK,Srconor,1325,2,2,60.8
10115,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,MenueNo,1230,2,2,44
10116,Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,MenueNo,1000,2,3,28
10117,Plot  Area,Ready To Move,Gollarahatti,4 Bedroom,MenueNo,740,2,1,24.5
10118,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,SLnssPr,1330,2,2,46.45
10119,Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Adeatlm,3005,5,1,275
10120,Super built-up  Area,Ready To Move,Shivaji Nagar,3 BHK,FBazaah,1300,3,2,170
10121,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1243,2,2,46
10122,Built-up  Area,Ready To Move,Kengeri Satellite Town,4 Bedroom,RInceeg,936,2,1,60.84
10123,Super built-up  Area,18-Apr,Banashankari Stage III,3 BHK,RInceeg,1500,2,2,100
10124,Plot  Area,Ready To Move,Kodigehalli,3 Bedroom,RInceeg,1200,4,1,156
10125,Built-up  Area,Ready To Move,Cox Town,2 BHK,RInceeg,1073,2,2,72
10126,Built-up  Area,Ready To Move,Kudlu,2 BHK,GKityde,1300,2,2,56
10127,Plot  Area,18-May,Sarjapur,4 Bedroom,Prldsum,4201,4,3,435
10128,Built-up  Area,18-Dec,Electronic City,2 BHK,Prldsum,1065,2,1,30.75
10129,Super built-up  Area,18-Apr,Whitefield,2 BHK,Prtates,1216,2,1,66.88
10130,Built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsen,1252,3,2,59
10131,Super built-up  Area,19-Aug,Hormavu,2 BHK,DLhtsen,1196,2,1,44.8
10132,Built-up  Area,Ready To Move,Kudlu,2 BHK,Srrnasa,1027,2,2,44
10133,Plot  Area,Ready To Move,Padmanabhanagar,3 Bedroom,Srrnasa,610,2,1,75
10134,Super built-up  Area,Ready To Move,Poornapragna Housing Society Layout,3 BHK,Srrnasa,1270,2,2,57.15
10135,Super built-up  Area,16-Nov,Mico Layout,2 BHK,Prs 2hi,1171,2,2,39
10136,Super built-up  Area,Ready To Move,Kothannur,3 BHK,Prs 2hi,1215,2,3,48.6
10137,Plot  Area,Ready To Move,Venkateswara Nagar,1 Bedroom,Prs 2hi,600,1,0,20
10138,Super built-up  Area,19-Dec,Whitefield,2 BHK,Oreldhi,1180,2,1,77
10139,Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1160,2,1,33.51
10140,Plot  Area,Ready To Move,Chikkagubbi,4 Bedroom,LGrldti,4382,4,3,400
10141,Super built-up  Area,20-Sep,Whitefield,3 BHK,Goted U,2140,3,2,139
10142,Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,GoandAc,1500,3,1,100
10143,Super built-up  Area,Ready To Move,Banaswadi,2 BHK,Naavehi,1008,2,2,52
10144,Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1921,4,3,129
10145,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Puncyya,1127,2,2,32
10146,Super built-up  Area,18-May,Rajaji Nagar,3 BHK,Pumesim,1621,3,1,124
10147,Plot  Area,Ready To Move,Poornapragna Housing Society Layout,3 Bedroom,Pumesim,2400,3,0,360
10148,Super built-up  Area,Ready To Move,Banashankari 2 nd Stage,3 BHK,Pumesim,1030,2,2,77.25
10149,Super built-up  Area,18-Aug,Whitefield,2 BHK,Pumesim,1314,2,1,84
10150,Super built-up  Area,Ready To Move,Choodasandra,3 BHK,GRhtiru,1220,3,1,56
10151,Plot  Area,18-Mar,Banashankari Stage VI,4 Bedroom,GRhtiru,600,3,1,97
10152,Built-up  Area,Ready To Move,JP Nagar,3 BHK,Meowns ,1590,2,3,85
10153,Super built-up  Area,Ready To Move,Shivaji Nagar,2 BHK,Meowns ,703,2,1,49.5
10154,Super built-up  Area,18-Aug,Hosakerehalli,3 BHK,Maunt M,1795,3,2,64.62
10155,Built-up  Area,Ready To Move,Gottigere,4 Bedroom,Maunt M,3000,3,0,132
10156,Super built-up  Area,18-Dec,Sarjapur  Road,4 BHK,Klark L,4395,4,2,242
10157,Super built-up  Area,Ready To Move,Electronic City,2 BHK,KBityo ,825,2,1,35
10158,Super built-up  Area,18-Dec,Yelahanka,4 BHK,Nileyap,4025,6,1,350
10159,Super built-up  Area,22-Jan,Vajarahalli,3 BHK,Nileyap,1254,2,1,70
10160,Built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,Nileyap,2040,3,2,114
10161,Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2215,4,2,154
10162,Super built-up  Area,Ready To Move,Jalahalli,2 BHK,Tahtsla,1478,2,2,125
10163,Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Sariaat,2475,4,3,337
10164,Super built-up  Area,Ready To Move,Cambridge Layout,3 BHK,Bhacy L,1669,3,2,298
10165,Super built-up  Area,Ready To Move,Nagappa Reddy Layout,3 BHK,Roarkan,1820,3,2,79.5
10166,Super built-up  Area,19-Dec,Horamavu Agara,3 BHK,Prhar G,1623,3,1,89
10167,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1243,2,2,46
10168,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Elodsre,1200,2,2,40.5
10169,Super built-up  Area,Ready To Move,Gottigere,3 BHK,Sklls C,1613,3,3,72
10170,Super built-up  Area,Ready To Move,Rajiv Gandhi Nagar,2 BHK,Almid P,1293,2,2,80
10171,Super built-up  Area,Ready To Move,Hoskote,2 BHK,Corus C,1065,2,2,28.5
10172,Super built-up  Area,18-Apr,Kudlu Gate,2 BHK,SunetSo,940,2,1,69.57
10173,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Trurea ,1181,2,1,65
10174,Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Sariaat,2215,3,2,275
10175,Built-up  Area,Ready To Move,Marathahalli,1 BHK,RookaJh,1100,2,1,75
10176,Super built-up  Area,Ready To Move,MLA Layout,2 BHK,RookaJh,1050,2,1,36
10177,Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,Mayne A,1260,2,1,75
10178,Super built-up  Area,Ready To Move,Banashankari Stage II,5 BHK,Mayne A,2800,3,2,425
10179,Super built-up  Area,Ready To Move,Dodda Banaswadi,3 BHK,Mayne A,1500,3,2,56
10180,Plot  Area,Ready To Move,KR Puram,6 Bedroom,Coronte,1200,6,3,132
10181,Plot  Area,18-May,Esther Enclave Layout,2 Bedroom,Coronte,1000,2,0,66
10182,Super built-up  Area,Ready To Move,Whitefield,3 BHK,PaantPl,1530,3,3,73
10183,Super built-up  Area,Ready To Move,HSR Layout,2 BHK,NRosete,1140,2,2,46
10184,Super built-up  Area,Ready To Move,Dodda Nekkundi Extension,3 BHK,AlEcone,1864,3,3,115
10185,Built-up  Area,Ready To Move,Sarjapur,3 BHK,Coa It ,1575,3,3,55
10186,Plot  Area,18-Dec,Attibele,3 Bedroom,AkArkti,1200,3,1,105
10187,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Deade A,945,2,1,45
10188,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Klark L,1691,3,2,100
10189,Plot  Area,Ready To Move,KR Garden,2 Bedroom,Klark L,1200,2,3,135
10190,Built-up  Area,18-Aug,Electronic City Phase II,3 BHK,Sryalan,1220,3,1,35.25
10191,Built-up  Area,Ready To Move,Kengeri,1 BHK,KHnumla,600,1,1,35
10192,Super built-up  Area,18-Aug,Whitefield,2 BHK,SSdhimr,1160,2,2,39
10193,Super built-up  Area,Ready To Move,Dodda Nekkundi Extension,3 BHK,AlEcone,1950,2,1,89.5
10194,Super built-up  Area,Ready To Move,Vittasandra,3 BHK,Prlla C,1650,3,1,85
10195,Built-up  Area,Ready To Move,Annapurneshwari Nagar,4 Bedroom,Prlla C,2400,4,1,150
10196,Super built-up  Area,Ready To Move,Abbigere,2 BHK,SLtias ,795,1,1,32.6
10197,Plot  Area,Ready To Move,Raghavendra Nagar,5 Bedroom,SLtias ,800,5,1,95
10198,Plot  Area,Ready To Move,TC Palaya,5 Bedroom,SLtias ,1400,5,1,97
10199,Super built-up  Area,Ready To Move,Kalyan nagar,3 BHK,SLtias ,2285,4,1,165
10200,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1243,2,2,46
10201,Super built-up  Area,Ready To Move,Kammagondahalli,2 BHK,DiiteR ,1263,2,1,51.5
10202,Super built-up  Area,Ready To Move,Nanjappa Layout Vidyaranyapura,5 BHK,DiiteR ,1200,4,2,115
10203,Super built-up  Area,Ready To Move,Hennur,3 BHK,SLureSi,1345,2,1,69
10204,Built-up  Area,Ready To Move,D Group Employees Layout,5 Bedroom,SLureSi,4400,5,3,240
10205,Super built-up  Area,Ready To Move,Electronic City,3 BHK,GMown E,1360,2,1,58
10206,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,GMown E,1026,2,1,60.55
10207,Super built-up  Area,Ready To Move,Alfa Garden Layout,2 BHK,GMown E,1050,2,2,38
10208,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,GMown E,1460,3,3,76
10209,Super built-up  Area,Ready To Move,Banagiri Nagar,3 BHK,GMown E,1525,2,2,91.48
10210,Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,PuandHi,1843,3,2,85
10211,Super built-up  Area,18-Aug,Ananth Nagar,2 BHK,PuandHi,1000,2,3,25
10212,Super built-up  Area,Ready To Move,Koramangala,3 BHK,KHage G,1642,2,1,115
10213,Plot  Area,Ready To Move,TC Palaya,3 Bedroom,KHage G,1200,2,0,66
10214,Super built-up  Area,Ready To Move,Austin Town,2 BHK,KHage G,975,2,1,60
10215,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,2,1,44
10216,Super built-up  Area,18-Feb,Panathur,2 BHK,Prityel,1210,2,1,77.93
10217,Super built-up  Area,Ready To Move,Rammana Layout,3 BHK,Prityel,2000,3,2,100
10218,Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,DLhtsnd,1225,2,0,68
10219,Super built-up  Area,Ready To Move,Jakkur,2 BHK,HRaniIb,1290,2,1,80.04
10220,Built-up  Area,Ready To Move,Remco Bhel Layout,2 BHK,HRaniIb,1220,2,0,56
10221,Plot  Area,Ready To Move,A Narayanapura,1 Bedroom,HRaniIb,1500,2,0,85
10222,Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,Maisehi,1361,2,2,79
10223,Plot  Area,Ready To Move,Frazer Town,5 Bedroom,Maisehi,2801.25,4,1,462
10224,Built-up  Area,Ready To Move,1st Phase JP Nagar,2 BHK,NCaveun,1394,2,2,85
10225,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,NCaveun,870,2,1,27
10226,Plot  Area,Ready To Move,Marasandra,4 Bedroom,NCaveun,5000,5,3,300
10227,Super built-up  Area,18-May,Rajaji Nagar,2 BHK,Pumesim,1222,2,2,98
10228,Super built-up  Area,Ready To Move,Hebbal,2 BHK,Mahosya,1420,2,1,99.39
10229,Super built-up  Area,Ready To Move,Bellandur,3 BHK,Mahosya,1846,3,2,135
10230,Plot  Area,Ready To Move,Benson Town,2 Bedroom,Mahosya,1688.12,2,1,270
10231,Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,IBityin,1167,2,2,64.08
10232,Super built-up  Area,Ready To Move,Ananth Nagar,2 BHK,IBityin,902,2,2,25
10233,Super built-up  Area,Ready To Move,Kannamangala,4 BHK,IBityin,2422,4,3,135
10234,Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,IBityin,1050,2,2,52.5
10235,Built-up  Area,Ready To Move,Rajapura,2 BHK,IBityin,1000,2,0,50
10236,Built-up  Area,Ready To Move,Kundalahalli,2 BHK,IBityin,1260,2,0,58
10237,Built-up  Area,Ready To Move,Banashankari Stage II,3 Bedroom,IBityin,3000,3,2,450
10238,Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsen,939,2,2,39
10239,Plot  Area,Ready To Move,Konanakunte,9 Bedroom,DLhtsen,1590,6,1,150
10240,Plot  Area,Ready To Move,Jalahalli,1 Bedroom,DLhtsen,600,1,0,37
10241,Built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,DLhtsen,1298,2,1,59
10242,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Asintas,1710,3,2,135
10243,Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,Srnumum,1000,2,1,45
10244,Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,Reitice,3350,3,3,150
10245,Plot  Area,Ready To Move,Bagalakunte,2 Bedroom,Reitice,1200,4,1,138
10246,Built-up  Area,Ready To Move,RPC layout,2 BHK,Reitice,1100,2,2,68
10247,Super built-up  Area,Ready To Move,Jalahalli,1 BHK,Vaniai ,615,1,1,46
10248,Super built-up  Area,18-Apr,Sarjapur  Road,2 BHK,PualeSk,1350,2,1,85
10249,Built-up  Area,Ready To Move,Sultan Palaya,4 Bedroom,PualeSk,5000,5,2,325
10250,Super built-up  Area,Ready To Move,Cunningham Road,3 BHK,Lelia M,2700,3,1,501
10251,Plot  Area,Ready To Move,Vijaya Bank Layout,6 Bedroom,Lelia M,4000,6,2,460
10252,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Soiniy ,1718,3,2,130
10253,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1680,3,2,112
10254,Plot  Area,Ready To Move,Hulimavu,2 Bedroom,Eladero,1500,2,0,90
10255,Super built-up  Area,18-May,Sarjapur  Road,3 BHK,AsastDe,1157,2,1,72
10256,Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,AsastDe,1179,2,1,51
10257,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,RatosAr,1255 - 1375,2,0,60.48
10258,Super built-up  Area,18-Mar,Phase 1 Kammasandra,2 BHK,RatosAr,1105,2,2,28.18
10259,Super built-up  Area,Ready To Move,Banashankari,3 BHK,Bregae ,1800,3,2,175
10260,Super built-up  Area,Ready To Move,Jalahalli East,2 BHK,ShshaSa,1010,2,1,52
10261,Super built-up  Area,18-Jan,Electronic City,1 BHK,Prarkun,630,1,1,46
10262,Plot  Area,19-Apr,Anekal,2 Bedroom,Prarkun,1200,2,1,36.1
10263,Super built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,Prarkun,1025,2,1,60
10264,Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Prarkun,1195,2,2,59
10265,Super built-up  Area,18-Feb,Whitefield,2 BHK,Alsta F,1012,2,1,58
10266,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,1884,4,2,118
10267,Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,2 BHK,Soe 2as,1090,2,1,37
10268,Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,Prone M,1300,3,2,77.99
10269,Super built-up  Area,Ready To Move,Amblipura,4 BHK,IDldsin,2950,4,2,250
10270,Super built-up  Area,Ready To Move,Harlur,3 BHK,SrEndPo,1710,3,3,85
10271,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,SrEndPo,1500,3,1,68
10272,Super built-up  Area,Ready To Move,Kodichikkanahalli,3 BHK,Jae 1ke,1310,2,2,53
10273,Super built-up  Area,18-Dec,Dommasandra,2 BHK,Jae 1ke,674,1,1,19.9
10274,Built-up  Area,Ready To Move,Hoodi,3 BHK,Jae 1ke,1350,3,2,70
10275,Built-up  Area,Ready To Move,Hennur Gardens,3 BHK,PlhtsHe,1464,2,2,115
10276,Built-up  Area,Ready To Move,Marsur,3 BHK,Asara S,715,2,1,29
10277,Built-up  Area,18-Dec,Electronic City,3 BHK,Asara S,1400,2,1,40.45
10278,Super built-up  Area,19-Dec,Electronic City Phase II,3 BHK,DSineSt,1625,2,2,48.75
10279,Built-up  Area,18-Dec,Electronic City,2 BHK,DSineSt,1065,2,1,30.76
10280,Plot  Area,Ready To Move,Kumaraswami Layout,6 Bedroom,DSineSt,510,4,1,70
10281,Super built-up  Area,Ready To Move,HMT Layout,3 BHK,DSineSt,1385,3,3,90
10282,Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,JKmesHo,1040,2,1,50
10283,Super built-up  Area,Ready To Move,Haralur Road,3 BHK,JKmesHo,1817,3,2,110
10284,Super built-up  Area,Ready To Move,Volagerekallahalli,2 BHK,PSterAs,1205,2,1,47
10285,Super built-up  Area,Ready To Move,Volagerekallahalli,2 BHK,PSterAs,1070,2,2,33.43
10286,Super built-up  Area,Ready To Move,Kodathi,2 BHK,PSterAs,1070,2,1,52
10287,Super built-up  Area,Ready To Move,Amruthahalli,2 BHK,PSterAs,1340,2,1,75
10288,Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,ARomee ,980,2,2,35
10289,Built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,SVthaho,1006,2,0,44
10290,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,1098,2,1,71
10291,Built-up  Area,Ready To Move,Mico Layout,2 BHK,MyeurGr,1200,2,1,53.5
10292,Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,Prtanha,4190,4,1,325
10293,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Ahriaup,1019,2,1,62
10294,Super built-up  Area,18-May,Whitefield,2 BHK,Ahriaup,1150,2,2,40.21
10295,Plot  Area,Ready To Move,Anekal,3 Bedroom,Vaensnd,1733.5,3,1,120
10296,Super built-up  Area,Ready To Move,Yeshwanthpur Industrial Suburb,2 BHK,Essic C,1415,2,2,120
10297,Built-up  Area,21-Dec,"Electronic city Phase 1, ",3 BHK,Essic C,1750,3,2,58
10298,Super built-up  Area,18-Dec,Raja Rajeshwari Nagara,3 BHK,Essic C,1537,3,2,81
10299,Built-up  Area,Ready To Move,Chennappa Layout,2 BHK,Mawerer,1050,2,2,45
10300,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1452,3,3,55.6
10301,Super built-up  Area,Ready To Move,Domlur,2 BHK,IBictnd,1246,2,1,95
10302,Built-up  Area,Ready To Move,Yelahanka,3 BHK,PrrloMo,1890,4,2,85
10303,Super built-up  Area,18-May,Electronic City Phase II,2 BHK,MJtroty,972,2,1,40
10304,Plot  Area,Ready To Move,5th Block Jayanagar,4 Bedroom,MJtroty,10624,4,2,2340
10305,Plot  Area,Ready To Move,Brookefield,4 Bedroom,Goodsrb,1500,5,3,160
10306,Super built-up  Area,18-Aug,Electronic City,1 BHK,Prarkun,630,1,1,33.7
10307,Plot  Area,18-Mar,Kothanur,8 Bedroom,Prarkun,1050,5,0,80
10308,Built-up  Area,Ready To Move,Shingapura,3 BHK,Prarkun,1255,2,1,60
10309,Plot  Area,Ready To Move,Ramamurthy Nagar,4 Bedroom,Prarkun,1900,4,2,185
10310,Plot  Area,Ready To Move,Doddaballapur,3 Bedroom,Prarkun,2440,3,1,142
10311,Super built-up  Area,21-May,Kanakpura Road,3 BHK,GolusLi,1938,3,3,92.69
10312,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,GolusLi,1711,3,2,125
10313,Plot  Area,Ready To Move,Nagarbhavi,5 Bedroom,GolusLi,1200,4,3,240
10314,Super built-up  Area,18-Jul,CV Raman Nagar,2 BHK,Pu270a ,1392,2,1,95
10315,Super built-up  Area,18-Mar,Haralur Road,2 BHK,SNnia E,1225,2,1,77
10316,Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Saitya ,3418,3,1,235
10317,Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soweray,1750,3,2,120
10318,Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,Mayne A,1260,2,1,80
10319,Super built-up  Area,19-Dec,Sarjapur  Road,1 BHK,AsastDe,691,1,1,31.1
10320,Plot  Area,Ready To Move,BTM 2nd Stage,4 Bedroom,AsastDe,2400,3,2,400
10321,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,NDionas,1285,2,1,78
10322,Built-up  Area,Ready To Move,Hebbal,3 BHK,Thuse F,1590,3,2,96
10323,Super built-up  Area,Ready To Move,9th Phase JP Nagar,3 BHK,JSyane ,1571,3,2,65
10324,Built-up  Area,Ready To Move,Hebbal Kempapura,5 Bedroom,JSyane ,2800,5,1,220
10325,Super built-up  Area,Ready To Move,Garudachar Palya,2 BHK,JSyane ,1060,2,1,48.66
10326,Super built-up  Area,Ready To Move,Hennur,2 BHK,Shateor,1255,2,1,58
10327,Plot  Area,Ready To Move,Govindapura,4 Bedroom,Shateor,702,4,0,65
10328,Plot  Area,Ready To Move,Lal Bahadur Shastri Nagar,3 Bedroom,Shateor,2400,2,2,185
10329,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1520,2,3,81
10330,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Wiowsri,1430 - 1630,2,1,70.99
10331,Super built-up  Area,Ready To Move,Gollahalli,2 BHK,MJlese ,1170,2,1,45.51
10332,Super built-up  Area,Ready To Move,OMBR Layout,3 BHK,MJlese ,1580,3,2,75
10333,Super built-up  Area,Ready To Move,Ardendale,3 BHK,SoystAm,1777.26,3,2,89
10334,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1303,2,2,55.78
10335,Built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,GrrvaGr,1680,2,3,59
10336,Built-up  Area,Ready To Move,Whitefield,3 BHK,Sonviik,1495,2,1,70
10337,Super built-up  Area,18-Mar,Yelahanka,3 BHK,Miitat ,1835,3,1,108
10338,Plot  Area,Ready To Move,Banjara Layout,3 Bedroom,Miitat ,610,3,1,60
10339,Built-up  Area,Ready To Move,Nagawara Junction,2 BHK,Miitat ,1080,2,2,38
10340,Built-up  Area,18-Dec,Electronic City,2 BHK,Miitat ,1025,2,1,29.61
10341,Super built-up  Area,18-Aug,Haralur Road,2 BHK,SNnia E,1225,2,1,67.48
10342,Super built-up  Area,20-Jan,Balagere,1 BHK,Soresea,656,1,1,34.77
10343,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Ascid P,994,2,2,45
10344,Super built-up  Area,Ready To Move,Thirupalya,2 BHK,Pao 2Sm,1025,2,1,65
10345,Built-up  Area,Ready To Move,Marathahalli,2 BHK,VRave E,1156,2,2,52
10346,Super built-up  Area,Ready To Move,JP Nagar,2 BHK,Maarkr ,1250,2,2,60
10347,Built-up  Area,Ready To Move,Kundalahalli,4 Bedroom,Roima A,3092,4,3,230
10348,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,1930,4,2,122
10349,Built-up  Area,Ready To Move,New Thippasandra,2 BHK,Saeraep,1020,2,1,70
10350,Built-up  Area,Ready To Move,Kumaraswami Layout,3 BHK,Saeraep,1310,2,1,70
10351,Super built-up  Area,19-Dec,Jalahalli,1 BHK,Vaniai ,610 - 615,1,0,27.565
10352,Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Prdhue ,1322,2,3,70
10353,Super built-up  Area,Ready To Move,Kothanur,2 BHK,Prdhue ,1160,2,2,57
10354,Super built-up  Area,Ready To Move,5th Block Hbr Layout,2 BHK,Prdhue ,1100,2,2,48
10355,Built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,RothaVa,1720,3,3,150
10356,Super built-up  Area,18-Jul,Hosur Road,3 BHK,PuendWe,1689,3,2,103
10357,Super built-up  Area,Ready To Move,Chikkalasandra,2 BHK,PuendWe,1090,2,1,47.42
